site_id,framework,sampling_strategy,spatial_extent,year,longitude,latitude,x_l93,y_l93,CLC_niveau1,CLC_niveau2,CLC_niveau3,RSr,Shannon,Pielou,ab,strict_total,below_rarefaction_n
RMQS_2024_ARLES_2076,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,4.50250101102574,43.6487932757976,821245.186749186,6284459.17956291,4,41,411,3,0.56635690046076,0.515520267070175,1415,1415,FALSE
RMQS_2024_AUCELON_1768,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,5.34894544254264,44.6346263421969,886275.189659103,6395607.29164841,3,31,311,13.9530134659791,1.87902359619557,0.712913761601138,13797,13561,FALSE
RMQS_2024_AULUS-LES-BAINS_2276,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,1.34712195396423,42.8033485412598,564654.448618006,6190732.3561204,3,31,313,9.99994838309925,1.8105915296655,0.786331673033659,5897,5897,FALSE
RMQS_2024_AURIERES_1464,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,2.94301610784092,45.6779077470276,695564.036287012,6508706.91374527,3,31,311,4.99999999999999,1.26794753980018,0.787820101666765,2713,2123,FALSE
RMQS_2024_AUXERRE_805,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,3.60554545922775,47.836519711785,745300.193518,6748632.02257601,3,31,311,4.9999876502327,0.514580823031541,0.319727532680272,5071,5071,FALSE
RMQS_2024_AUZON_1549,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,3.34517713570663,45.3911047765517,727009.780161138,6476913.98314981,3,31,313,13.9888072337193,1.86068414709879,0.705270099060558,10850,10850,FALSE
RMQS_2024_AVESNES-EN-SAOSNOIS_620,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,0.383482346651963,48.2601626337537,505854.766853,6798752.905946,3,31,311,10.9999999437036,2.10814151320185,0.879163298587705,3539,3539,FALSE
RMQS_2024_BEDEE_609,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,-1.9822890094208,48.1951376535824,330036.819999999,6799984.824226,2,24,242,12.9956266487323,1.85082015674248,0.721676228220437,8963,8963,FALSE
RMQS_2024_BELCASTEL_1837,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,2.32434462405189,44.3889199310117,646178.638479375,6365772.67823149,2,24,242,12.3713056098132,1.62282709688059,0.64516187328127,30187,30069,FALSE
RMQS_2024_BELMONT-SUR-RANCE_2021,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,2.72179965795729,43.8125780995336,677613.281782203,6301546.55540255,3,31,311,7.99999999944749,1.78712805229242,0.859426926187153,2949,2949,FALSE
RMQS_2024_BELVAL-SOUS-CHATILLON_288,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,3.85678097784408,49.1281765661728,762536.296,6892381.33772601,2,22,221,7,1.5689676827574,0.806289891400738,2004,2004,FALSE
RMQS_2024_BENGY-SUR-CRAON_1090,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,2.74851568722079,46.9826323289556,680884.47705,6653632.291626,2,21,211,5.99999998880461,1.22467770665311,0.6835056428953,4481,3538,FALSE
RMQS_2024_BREGNIER-CORDON_1477,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,5.61003921649128,45.6401693491095,903282.43629713,6507874.37616708,3,31,311,7.99957737831363,1.34050101131744,0.644661098337085,6721,6603,FALSE
RMQS_2024_BUSSY-LETTREE_400,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,4.28350622064533,48.8342724406152,794211.861477,6860123.306966,2,21,211,5,1.31481262272817,0.816939014900957,1415,1415,FALSE
RMQS_2024_CAIRANNE_1893,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,4.92701588816509,44.2166800911093,853955.809791228,6348286.18905488,2,22,221,4,1.14905969697062,0.828871363252444,1062,1062,FALSE
RMQS_2024_CALES_1706,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,1.51554524633862,44.8178511311097,582652.4754,6414291.16462601,3,31,311,13.9999555962544,2.26708022094626,0.859050282900653,5307,5307,FALSE
RMQS_2024_CASTELNAU-MONTRATIER_1875,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,1.32315689391354,44.2406504349493,566084.658783,6350492.54510601,2,21,211,5.99999698958215,1.19822186234792,0.668740541606091,4954,4954,FALSE
RMQS_2024_CHENS-SUR-LEMAN_1274,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,6.28092715602017,46.3317772191028,952317.112966,6586560.858756,2,21,211,10.9999990872729,2.16767466751456,0.903990581704453,4246,4246,FALSE
RMQS_2024_CRECY-SUR-SERRE_137,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,3.65039504410087,49.7054460263859,746943.6138,6956460.771176,2,21,211,2.99999999999991,0.40972485126327,0.372947631743685,2240,2240,FALSE
RMQS_2024_DAHLENHEIM_476,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,7.53207205813478,48.5925618400509,1034036.53535,6842072.634976,2,21,211,7.99912654179992,1.1399513225351,0.548229493302016,7311,7311,FALSE
RMQS_2024_DREVANT_1174,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,2.53499704476721,46.6928659613774,664465.380017,6621523.866646,2,21,211,5,1.08095540146309,0.67163535362993,1769,1769,FALSE
RMQS_2024_EVENOS_2205,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,5.85371529787471,43.1807256825456,932125.869385901,6235472.40958357,3,31,312,13.9971566326692,2.08936880318718,0.791771214272856,8255,8019,FALSE
RMQS_2024_EYZERAC_1537,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,0.892398066995418,45.3884443655317,535093.33885,6478760.402826,2,24,242,9,1.98673164880819,0.904200539763115,1770,1770,FALSE
RMQS_2024_FESTES-ET-SAINT-ANDRE_2257,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,2.12771511077881,42.9518241882324,628751.773561664,6206220.36813096,3,31,311,11.8814009120628,1.6459409228991,0.665033560227633,20988,20988,FALSE
RMQS_2024_GOUTZ_2011,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,0.738134796235499,43.7995981085167,517971.423374,6302671.980666,2,21,211,6.9999939956498,1.52018362945496,0.781220191639403,4953,4953,FALSE
RMQS_2024_GREZET-CAVAGNAN_1826,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,0.117461238742218,44.3664478290357,470339.785185,6367238.332346,2,21,211,4,1.12134707220223,0.808880930090761,1297,1297,FALSE
RMQS_2024_ILE-D'ARZ_827,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,-2.81158007345027,47.5911205616326,263625.337749999,6737259.282226,2,24,242,10.9999913607103,1.95369438131554,0.814754106811142,4836,4836,FALSE
RMQS_2024_ILLOUD_644,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,5.55313038104552,48.230551833153,889549.95565,6795309.706926,3,31,311,6.99999976795415,1.35832167050729,0.698039266770002,4009,4009,FALSE
RMQS_2024_LA PLAINE_1030,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,-0.625406540946352,47.0848050528202,425047.1574,6671263.29477601,2,24,242,6.65111521946791,0.272497667839629,0.14381459299821,24290,24290,FALSE
RMQS_2024_LA TAGNIERE_1141,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,4.21101505944702,46.8204597659373,792322.995986001,6636297.97884601,2,24,243,7.99999979371967,1.63007959406382,0.783902591923768,4010,3892,FALSE
RMQS_2024_LA-TRANCHE-SUR-MER_1237,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,-1.40321679085194,46.3506497510169,361568.963382999,6592852.490806,2,23,231,4.99995169529992,1.16038524805756,0.72099222007193,6249,6249,FALSE
RMQS_2024_LAGOS_2182,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,-0.231911972629328,43.2099108298878,437259.93371997,6239899.73746957,2,21,211,3,0.950270539233235,0.864973520717927,590,590,FALSE
RMQS_2024_LANTON_1694,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,-0.907607097076179,44.7733595204167,390963.459226999,6415894.516466,2,21,211,3,0.943348392329039,0.858672711073255,1180,1180,FALSE
RMQS_2024_LAURIS_2034,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,5.30087879165883,43.7733624323249,885252.341634806,6299848.44939197,3,31,311,6.140513861412,0.339402385952318,0.187007994699147,38675,38675,FALSE
RMQS_2024_LE MAS_1996,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,6.90327394449335,43.8563416618755,1013728.0172643,6314125.95041509,3,31,311,9.99410451424488,2.04998656134513,0.890525927009445,11909,11791,FALSE
RMQS_2024_LE PEAGE-DE-ROUSILLON_1556,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,4.77475157668675,45.3690149100078,838916.494011432,6475962.94861397,2,22,222,8,1.98133251472398,0.952819531114783,1888,1888,FALSE
RMQS_2024_LE PERIER_1686,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,5.96937133617335,44.9048619493119,934326.724734724,6427258.77313966,3,32,321,1,0,,236,118,TRUE
RMQS_2024_LES COMBES_1064,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,6.53783195380408,47.0487852584465,968494.828058,6666965.26895601,2,23,231,5.99999999999994,1.56931547931044,0.875851645414527,4246,4246,FALSE
RMQS_2024_LESCAR_2142,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,-0.43419743028047,43.346012905165,421482.909644511,6255709.57525955,2,21,211,3.99999999999999,1.11769871760404,0.806249198547651,2122,2122,FALSE
RMQS_2024_LEVONCOURT_926,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,7.20806698950873,47.4531196404966,1016923.91691,6714309.471456,3,31,312,4,1.21488965394912,0.876357639489852,1062,1062,FALSE
RMQS_2024_LINTOT_152,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,0.555290562591357,49.5559367282316,523059.176608,6942368.857796,2,21,211,4.99999999987303,1.32584983277949,0.823796819098917,2830,2830,FALSE
RMQS_2024_LOSNE_1058,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,5.27350873305645,47.0870418392033,872453.773758,6667681.510706,2,21,211,6,1.48838634453687,0.830684235299792,1887,1887,FALSE
RMQS_2024_MAISONCELLES-DU-MAINE_730,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,-0.676113973755391,47.9484894161672,425669.576708,6767286.724596,2,23,231,3,0.736096768144832,0.670024152958666,943,943,FALSE
RMQS_2024_MALTAT_1180,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,3.78802433819848,46.6825057220501,760230.115817,6620569.17354599,2,23,231,7.99999999997796,1.81449425276218,0.87258728672833,2594,2594,FALSE
RMQS_2024_MAZERAY_1366,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,-0.567270869874808,45.9346254946214,423684.424299999,6543456.582426,2,21,211,4,1.0723994247411,0.77357266596308,1533,1533,FALSE
RMQS_2024_MENERVAL_157,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,1.6591608703299,49.5671766642783,602964.433749999,6941704.163976,2,23,231,2,0.562335144618808,0.811278124459133,472,472,TRUE
RMQS_2024_MERCY-LE-HAUT_215,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,5.84561377272516,49.3740703250416,906674.4733,6923119.059826,3,31,311,5.99999999999982,1.33817580663207,0.74685013787516,2240,2240,FALSE
RMQS_2024_MEZERAY_788,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,-0.027466457254098,47.8193557784935,473498.708785,6750893.85550601,2,23,231,4,1.12134707220223,0.808880930090761,1297,1297,FALSE
RMQS_2024_MONTJUSTIN-ET-VELOTTE_870,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,6.37142360891853,47.6294797750949,953120.215642001,6730859.710146,3,31,311,5,1.17036551192144,0.727188978760533,1769,1769,FALSE
RMQS_2024_PARIS_391,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,2.33579524769974,48.844838275277,651254.385227,6860737.46723601,1,14,141,8.99995891610089,1.66893352988033,0.75956596081647,5779,5779,FALSE
