"framework","RSr","ab"
"RMQS_Biodiversite",12.9956266487323,8963
"RMQS_Biodiversite",12.3713056098041,30187
"RMQS_Biodiversite",7,2004
"RMQS_Biodiversite",5.99999998880461,4481
"RMQS_Biodiversite",5,1415
"RMQS_Biodiversite",4,1062
"RMQS_Biodiversite",5.99999698958215,4954
"RMQS_Biodiversite",10.9999990872729,4246
"RMQS_Biodiversite",2.99999999999991,2240
"RMQS_Biodiversite",7.99912654179991,7311
"RMQS_Biodiversite",5,1769
"RMQS_Biodiversite",9,1770
"RMQS_Biodiversite",6.9999939956498,4953
"RMQS_Biodiversite",4,1297
"RMQS_Biodiversite",10.9999913607103,4836
"RMQS_Biodiversite",6.65111521944479,24290
"RMQS_Biodiversite",7.99999979371967,4010
"RMQS_Biodiversite",4.99995169529992,6249
"RMQS_Biodiversite",3,590
"RMQS_Biodiversite",3,1180
"RMQS_Biodiversite",8,1888
"RMQS_Biodiversite",5.99999999999994,4246
"RMQS_Biodiversite",3.99999999999999,2122
"RMQS_Biodiversite",4.99999999987303,2830
"RMQS_Biodiversite",6,1887
"RMQS_Biodiversite",3,943
"RMQS_Biodiversite",7.99999999997796,2594
"RMQS_Biodiversite",4,1533
"RMQS_Biodiversite",2,472
"RMQS_Biodiversite",4,1297
"RMQS_Biodiversite",4,1179
"RMQS_Biodiversite",3,708
"RMQS_Biodiversite",8.9962819345114,10850
"RMQS_Biodiversite",7.99999999999977,2241
"RMQS_Biodiversite",7.99975848603484,6249
"RMQS_Biodiversite",4.99999999999867,2476
"RMQS_Biodiversite",2,3419
"RMQS_Biodiversite",7,1180
"RMQS_Biodiversite",5,3183
"RMQS_Biodiversite",5.99999999998885,2595
"RMQS_Biodiversite",7.99999999999728,2714
"RMQS_Biodiversite",8.99999999531801,3185
"RMQS_Biodiversite",3.99995169529992,6249
"RMQS_Biodiversite",2,236
"RMQS_Biodiversite",4,1179
"RMQS_Biodiversite",7,1888
"RMQS_Biodiversite",9.99999999808228,3066
"RMQS_Biodiversite",4,472
"RMQS_Biodiversite",14.9966349261815,7901
"RMQS_Biodiversite",5.99974910587635,7546
"RMQS_Biodiversite",5.99999999998885,2595
"RMQS_Biodiversite",3.99999999999999,2358
"RMQS_Biodiversite",4.99999999737445,3302
"RMQS_Biodiversite",4.99949773620598,7429
"RMQS_Biodiversite",4,1769
"RMQS_Biodiversite",7.99755418865679,8607
"RMQS_Biodiversite",4,1062
"RMQS_Biodiversite",1,118
"RMQS_BioDiv_Bretagne",6.68614891406605,41858
"RMQS_BioDiv_Bretagne",2.99999998880461,3538
"RMQS_BioDiv_Bretagne",8.97082514791709,14266
"RMQS_BioDiv_Bretagne",9.90295774037551,24052
"RMQS_BioDiv_Bretagne",8.59775998117775,34902
"RMQS_BioDiv_Bretagne",9.99082936681929,10495
"RMQS_BioDiv_Bretagne",7.99997779810662,5307
"RMQS_BioDiv_Bretagne",7.99999894773025,4600
"RMQS_BioDiv_Bretagne",4.99999790222049,4599
"RMQS_BioDiv_Bretagne",11.9999849478978,4954
"RMQS_BioDiv_Bretagne",11.9860634737246,10731
"RMQS_BioDiv_Bretagne",6.99997779806548,5307
"RMQS_BioDiv_Bretagne",8.99999999968259,2830
"RMQS_BioDiv_Bretagne",3.99996793978889,6014
"RMQS_BioDiv_Bretagne",10.9996439887745,6839
"RMQS_BioDiv_Bretagne",9.99705138581062,8491
"RMQS_BioDiv_Bretagne",3.99999750126796,14150
"RMQS_BioDiv_Bretagne",8.94332675321771,32779
"RMQS_BioDiv_Bretagne",7.99999999945219,2948
"RMQS_BioDiv_Bretagne",13.9978749098346,8136
"RMQS_BioDiv_Bretagne",5,1534
"RMQS_BioDiv_Bretagne",4,1415
"RMQS_BioDiv_Bretagne",10.9017105739671,17569
"RMQS_BioDiv_Bretagne",9.88386204694053,16979
"RMQS_BioDiv_Bretagne",5.99999999980955,2830
"RMQS_BioDiv_Bretagne",3,354
"RMQS_BioDiv_Bretagne",8.99925599811955,7783
"RMQS_BioDiv_Bretagne",11.9999832816951,5190
"RMQS_BioDiv_Bretagne",8.9979002953703,17570
"RMQS_BioDiv_Bretagne",8.97524215075644,11910
"RMQS_BioDiv_Bretagne",8.99964732380618,6484
"RMQS_BioDiv_Bretagne",4,944
"RMQS_BioDiv_Bretagne",9.93927969227196,13679
"RMQS_BioDiv_Bretagne",9.99304108385879,10730
"RMQS_BioDiv_Bretagne",14.5119469990076,21343
"RMQS_BioDiv_Bretagne",11.9999999980521,3068
"RMQS_BioDiv_Bretagne",7.99999992793327,7546
"RMQS_BioDiv_Bretagne",11.5087284078099,45044
"RMQS_BioDiv_Bretagne",6.99999999974607,2830
"RMQS_BioDiv_Bretagne",7.99999999999982,2241
"RMQS_BioDiv_Bretagne",9.91645038936717,16744
"RMQS_BioDiv_Bretagne",8.99999997760922,3538
"RMQS_BioDiv_Bretagne",6.99989967131223,6720
"RMQS_BioDiv_Bretagne",3.99925666294045,7782
"RMQS_BioDiv_Bretagne",13.7433377702941,18985
"RMQS_BioDiv_Bretagne",4,1887
"RMQS_BioDiv_Bretagne",4.99999988397708,4009
"RMQS_BioDiv_Bretagne",3,2005
"RMQS_BioDiv_Bretagne",8.99603862800144,9787
"RMQS_BioDiv_Bretagne",11.9999832816951,5190
"RMQS_BioDiv_Bretagne",7.81853811523166,21341
"RMQS_BioDiv_Bretagne",5,826
"RMQS_BioDiv_Bretagne",10,1534
"RMQS_BioDiv_Bretagne",6,1534
"RMQS_BioDiv_Bretagne",2,3419
"RMQS_BioDiv_Bretagne",5.69024037228015,26294
"RMQS_BioDiv_Bretagne",8.99999999735698,3303
"RMQS_BioDiv_Bretagne",9.72742994711808,24879
"RMQS_BioDiv_Bretagne",6.87710393634783,21459
"RMQS_BioDiv_Bretagne",7.75005674527327,41269
"RMQS_BioDiv_Bretagne",12.5361639098088,31011
"RMQS_BioDiv_Bretagne",10.9901035564813,10141
"RMQS_BioDiv_Bretagne",14.5919056262512,22169
"RMQS_BioDiv_Bretagne",5.99999999856171,3066
"RMQS_BioDiv_Bretagne",9.98263117150271,10730
"RMQS_BioDiv_Bretagne",4,2004
"RMQS_BioDiv_Bretagne",6.99983094535391,6603
"RMQS_BioDiv_Bretagne",8.99999984345999,3774
"RMQS_BioDiv_Bretagne",11.7595868490197,19691
"RMQS_BioDiv_Bretagne",5.99999999767578,3184
"RMQS_BioDiv_Bretagne",4.99889787984312,35138
"RMQS_BioDiv_Bretagne",10.9866543228972,11203
"RMQS_BioDiv_Bretagne",10.8092771611685,24878
"RMQS_BioDiv_Bretagne",7.96840175337689,12498
"RMQS_BioDiv_Bretagne",3,826
"RMQS_BioDiv_Bretagne",5.99999976795417,4009
"RMQS_BioDiv_Bretagne",3.99999999999995,2241
"RMQS_BioDiv_Bretagne",1,118
"RMQS_BioDiv_Bretagne",5.99999857531805,4482
"RMQS_BioDiv_Bretagne",8.98410186637986,14503
"RMQS_BioDiv_Bretagne",5.99999999999999,2122
"RMQS_BioDiv_Bretagne",9.9999944133424,5191
"RMQS_BioDiv_Bretagne",2,354
"RMQS_BioDiv_Bretagne",9.93185037264257,17686
"RMQS_BioDiv_Bretagne",3,1179
"RMQS_BioDiv_Bretagne",8.99778988002956,8490
"RMQS_BioDiv_Bretagne",9.76448759076644,41977
"RMQS_BioDiv_Bretagne",8.99999999999861,2360
"RMQS_BioDiv_Bretagne",7.99999859608175,4362
"ANDRA",11.9993972128807,6721
"ANDRA",9.99999942666239,4128
"ANDRA",8.99999993320909,3537
"ANDRA",10.999975300453,5071
"ANDRA",11.985753084342,10376
"ANDRA",13.9998022458182,6132
"ANDRA",7.99999999963166,2949
"ANDRA",6,944
"ANDRA",10.9999999999997,2242
"ANDRA",8.99999259931402,5307
"ANDRA",6,1534
"ANDRA",5.99999999980776,2831
"ANDRA",10.999999842685,3775
"ANDRA",12.9973433859875,8136
"ANDRA",16.9998712893418,6016
"ANDRA",6,1415
"ANDRA",1,118
"ANDRA",2,354
"ANDRA",8,1888
"ANDRA",4,472
"ANDRA",10.9999998929938,3656
"ANDRA",8.99210524525162,10967
"ANDRA",15.992809243775,9082
"ANDRA",7.99999996641383,3538
"ANDRA",5,1062
"ANDRA",6,1062
"ANDRA",4.99999999999999,2123
"ANDRA",6,1770
"ANDRA",7.99972132230511,6957
"ANDRA",8.99112414006943,11201
"ANDRA",7,1534
"ANDRA",3,354
"ANDRA",7,1298
"ANDRA",7.99852626132491,8490
"ANDRA",8.93553130925652,17334
"ANDRA",11.9987426569391,7430
"ANDRA",8.99999999996292,5071
"ANDRA",6.9999999988295,3185
"ANDRA",12.9876218894932,10142
"ANDRA",9.99999999212333,3302
"ANDRA",7.9999999999989,2359
"ANDRA",7,1062
"ANDRA",9.99603862189822,9787
"ANDRA",8.38860600990674,31718
"ANDRA",4.99991547566273,6603
"ANDRA",5.99998523380254,5306
"ANDRA",6.99996044738848,6132
"ANDRA",0,0
"ANDRA",6,1062
"ANDRA",10.9999292334042,6486
"ANDRA",7,1769
"ANDRA",11.9998415224686,6133
"ANDRA",10.9999988533249,4128
"ANDRA",8,1416
"ANDRA",6,826
"ANDRA",6,944
"ANDRA",12.9999909687204,4954
"ANDRA",18.9933662291844,8491
"ANDRA",6.999787733455,6486
"ANDRA",11.5690961562214,47283
"ANDRA",8.99999928765785,4482
"ANDRA",9.99821655619522,8254
"ANDRA",11.9999999893576,3304
"ANDRA",9.99999475555123,4599
"ANDRA",6.9925765155602,10140
"ANDRA",8.99999096873345,4954
"ANDRA",8,1180
"ANDRA",8.99951186265671,7075
"ANDRA",10.999998114569,4364
"ANDRA",6.99999852870785,8726
"ANDRA",9.99999999297702,3185
"ANDRA",4,708
"ANDRA",5.99997779814776,5307
"ANDRA",9.99998353366008,5071
"ANDRA",7.99999998317558,3421
"ANDRA",10.9999999999353,2832
"ANDRA",4,1533
"ANDRA",5,1062
"ANDRA",2,354
"ANDRA",10.9953355177417,9433
"ANDRA",6.99999999995984,2713
"ANDRA",6,1180
"ANDRA",3.99999999987786,5542
"ANDRA",8.99852674922214,8490
"ANDRA",6.99999750256758,3537
"ANDRA",9.78589611986142,34784
"ANDRA",7.99999999531801,3185
"ANDRA",5.99999999999991,2241
"ANDRA",5.99999999971921,4245
"ANDRA",14.995916050032,8727
"TIGA_rural",6.9999990907554,5070
"TIGA_rural",9.98763909954205,12500
"TIGA_rural",10.9995808480958,6959
"TIGA_rural",12.999845154069,6722
"TIGA_rural",10.9907889888814,10024
"TIGA_rural",15.9298243426091,14858
"TIGA_rural",12.9914440273285,9906
"TIGA_rural",9.99999993613554,4598
"TIGA_rural",4.99989967977909,6720
"TIGA_rural",7.99978772930004,6486
"TIGA_rural",5,2005
"TIGA_rural",6.99999999212333,3302
"TIGA_rural",7.99996051881709,6131
"TIGA_rural",4,1415
"TIGA_rural",3,472
"TIGA_rural",2,236
"TIGA_rural",8.99999999758403,3185
"TIGA_rural",5,944
"TIGA_rural",1,707
"TIGA_rural",7.99999923865009,4127
"TIGA_rural",7.99999997748142,3657
"TIGA_rural",10.9214639773288,14740
"TIGA_rural",6.9999999999985,4600
"TIGA_rural",14.9999984729648,4247
"TIGA_rural",6.99999999471395,3303
"TIGA_rural",5,826
"TIGA_rural",6,1534
"TIGA_rural",6,944
"TIGA_rural",5.99999999999991,2240
"TIGA_rural",5.99909770439313,8726
"TIGA_rural",9.9966247108757,9551
"TIGA_rural",10.9940651570357,9787
"TIGA_rural",3,1179
"TIGA_rural",8.99999789546126,4600
"TIGA_rural",6,944
"TIGA_rural",6.99999999446026,3419
"TIGA_rural",5,1533
"TIGA_rural",6,1888
"TIGA_rural",6,1651
"TIGA_rural",3,590
"TIGA_rural",4,826
"TIGA_rural",5.99999569281655,4835
"TIGA_rural",3,472
"TIGA_rural",11.9999947386573,4600
"TIGA_rural",8.99999999997213,2595
"TIGA_rural",5,944
"TIGA_rural",7.99999998802055,6722
"TIGA_rural",8.99999999999998,2124
"TIGA_rural",9.99974603655668,6604
"TIGA_rural",4.99999399565626,5071
"TIGA_rural",7,1534
"TIGA_rural",5.99999999999991,2241
"TIGA_rural",2,708
"TIGA_rural",7.98725038199902,13798
"TIGA_rural",8.99999999999971,4366
"TIGA_rural",6.999999999941,2711
"TIGA_rural",8.99538712098111,10024
"TIGA_rural",4,826
"TIGA_rural",10.999581950388,6957
"TIGA_rural",8.99999999999194,2477
"TIGA_rural",5.99999997773636,4009
"TIGA_rural",3,1179
"TIGA_rural",3,354
"TIGA_rural",6,944
"TIGA_rural",3.99999999883789,3184
"TIGA_rural",3,5188
"TIGA_rural",5.9841945996219,12735
"TIGA_rural",5,2123
"TIGA_rural",5,944
"TIGA_rural",2,472
"TIGA_rural",6.99999923865014,4127
"TIGA_rural",2,354
"TIGA_rural",6,1769
"TIGA_rural",6,1770
"TIGA_rural",8.99998353364772,5071
"TIGA_rural",4.99995161433132,6250
"TIGA_rural",8.99999992172999,3774
"TIGA_rural",5,944
"TIGA_rural",8.99999999926332,2949
"TIGA_rural",4.99999999998898,3302
"TIGA_rural",0,0
"TIGA_rural",5.99999999999449,2594
"TIGA_rural",5.99999999996506,7782
"TIGA_rural",4,2830
"TIGA_rural",7,1534
"TIGA_rural",5.99999999993652,2830
"TIGA_rural",5.99999999999999,4010
"TIGA_rural",2,1415
"TIGA_rural",6.99999998885231,3420
"TIGA_rural",7.99999999993532,2950
"TIGA_rural",7.99999686343765,4598
"TIGA_rural",1,118
"TIGA_rural",2,236
"TIGA_rural",3.99999999999449,2594
"TIGA_rural",4,1298
"TIGA_rural",4.99999999993652,2948
"TIGA_rural",3,590
"TIGA_rural",5,1180
"TIGA_rural",4.99999999999999,2123
"TIGA_rural",6.99999988347379,4010
"TIGA_rural",4,3538
"TIGA_rural",0,0
"TIGA_rural",5.99999968353013,8255
"TIGA_rural",6.99999999987303,2830
"TIGA_rural",7.99378614236954,11909
"TIGA_rural",6,3656
"TIGA_rural",5.99998890973239,5424
"TIGA_rural",11.998364252734,8609
"TIGA_rural",7.99999999926332,3067
"TIGA_rural",6.9999999315568,3891
"TIGA_rural",3,944
"TIGA_rural",4,1062
"TIGA_rural",5.99999999856171,3184
"TIGA_rural",6,2123
"TIGA_rural",5,1416
"TIGA_rural",4.99999999999995,2359
"TIGA_rural",3,1179
"TIGA_rural",7.99999997760922,3538
"TIGA_rural",4.9999989511095,4599
"TIGA_rural",8.98241113439458,11791
"TIGA_rural",4,1769
"TIGA_rural",3,826
"TIGA_rural",3,590
"TIGA_rural",7.99999995742369,3773
"TIGA_rural",3,472
"TIGA_rural",8,1770
"TIGA_rural",6.99999999907916,3067
"TIGA_rural",7,2005
"TIGA_rural",1,118
"TIGA_rural",2,1179
"TIGA_rural",3.99998738260278,5543
"TIGA_rural",0,236
"TIGA_rural",8,1652
"TIGA_rural",5,944
"TIGA_rural",6,826
"TIGA_rural",4,590
"TIGA_rural",5,1769
"TIGA_rural",5,1416
"TIGA_rural",7,2005
"TIGA_rural",9.99994126760939,6368
"TIGA_rural",6,1534
"TIGA_rural",5,1415
"TIGA_rural",6,1298
"TIGA_rural",2,1297
"TIGA_rural",2,472
"TIGA_rural",6.9999989511095,4599
"TIGA_rural",3,354
"TIGA_rural",2,354
"TIGA_rural",5.99958142438045,6958
"TIGA_rural",3,1180
"TIGA_rural",2,236
"TIGA_rural",6,1651
"TIGA_rural",4,1062
"TIGA_rural",4.99999986311359,3891
"TIGA_rural",2,708
"TIGA_rural",7,1534
"TIGA_rural",4.99999999952057,3066
"TIGA_rural",7.97381039362708,17333
"TIGA_rural",9.99940565474636,8725
"TIGA_rural",6.99999905728472,4364
"TIGA_rural",6.99998740981307,5542
"TIGA_rural",3.99999999999973,2477
"TIGA_rural",7.99999999531801,3185
"TIGA_rural",10.9967187574986,8964
"TIGA_rural",5.99999999999999,2123
"TIGA_rural",7.99909845629591,8725
"TIGA_rural",8.97012028988379,16980
"TIGA_rural",10.9738582830883,12028
"TIGA_rural",10.9999794577179,5779
"TIGA_rural",6,1652
"TIGA_rural",7,4836
"TIGA_rural",5,1298
"TIGA_rural",4.99999444108428,5425
"TIGA_rural",11.976472673349,11792
"TIGA_rural",0,0
"TIGA_rural",8.98586237736053,11320
"TIGA_rural",7.99986081433899,6956
"TIGA_rural",5.99999999963166,2949
"TIGA_rural",6.99473407714529,11556
"TIGA_rural",5.99999999995984,2713
"TIGA_rural",7.99429635930039,10377
"TIGA_rural",6.99999999999463,2477
"TIGA_rural",5.99999961777497,4246
"TIGA_rural",11.9982168717655,8254
"TIGA_rural",6.99981100569372,7193
"TIGA_rural",10.9999907485838,9669
